timestamp,sensor_id,value,unit
2025-06-01 14:40:00,VIBRATION001,0.0242,g
2025-06-01 14:50:00,VIBRATION001,0.0123,g
2025-06-01 15:00:00,VIBRATION001,-0.1171,g
2025-06-01 15:10:00,VIBRATION001,-0.0238,g
2025-06-01 15:20:00,VIBRATION001,-0.0656,g
2025-06-01 15:30:00,VIBRATION001,0.024,g
2025-06-01 15:40:00,VIBRATION001,0.0345,g
2025-06-01 15:50:00,VIBRATION001,0.076,g
2025-06-01 16:00:00,VIBRATION001,0.0171,g
2025-06-01 16:10:00,VIBRATION001,0.0176,g
2025-06-01 16:20:00,VIBRATION001,0.1343,g
2025-06-01 16:30:00,VIBRATION001,-0.0074,g
2025-06-01 16:40:00,VIBRATION001,0.33,g
2025-06-01 16:50:00,VIBRATION001,0.0377,g
2025-06-01 17:00:00,VIBRATION001,-0.2027,g
2025-06-01 17:10:00,VIBRATION001,0.1518,g
2025-06-01 17:20:00,VIBRATION001,-0.1293,g
2025-06-01 17:30:00,VIBRATION001,0.0822,g
2025-06-01 17:40:00,VIBRATION001,0.0366,g
2025-06-01 17:50:00,VIBRATION001,-0.1732,g
2025-06-01 18:00:00,VIBRATION001,-0.1299,g
2025-06-01 18:10:00,VIBRATION001,0.0807,g
2025-06-01 18:20:00,VIBRATION001,0.0728,g
2025-06-01 18:30:00,VIBRATION001,-0.01,g
2025-06-01 18:40:00,VIBRATION001,0.1561,g
2025-06-01 18:50:00,VIBRATION001,0.0391,g
2025-06-01 19:00:00,VIBRATION001,-0.1182,g
2025-06-01 19:10:00,VIBRATION001,-0.0873,g
2025-06-01 19:20:00,VIBRATION001,-0.1434,g
2025-06-01 19:30:00,VIBRATION001,0.0087,g
2025-06-01 19:40:00,VIBRATION001,0.0299,g
2025-06-01 19:50:00,VIBRATION001,0.0037,g
2025-06-01 20:00:00,VIBRATION001,-0.1828,g
2025-06-01 20:10:00,VIBRATION001,0.0502,g
2025-06-01 20:20:00,VIBRATION001,-0.0265,g
2025-06-01 20:30:00,VIBRATION001,0.0962,g
2025-06-01 20:40:00,VIBRATION001,0.0194,g
2025-06-01 20:50:00,VIBRATION001,0.1102,g
2025-06-01 21:00:00,VIBRATION001,-0.0448,g
2025-06-01 21:10:00,VIBRATION001,-0.0122,g
2025-06-01 21:20:00,VIBRATION001,0.0964,g
2025-06-01 21:30:00,VIBRATION001,-0.031,g
2025-06-01 21:40:00,VIBRATION001,0.0189,g
2025-06-01 21:50:00,VIBRATION001,0.1872,g
2025-06-01 22:00:00,VIBRATION001,0.1657,g
2025-06-01 22:10:00,VIBRATION001,-0.0704,g
2025-06-01 22:20:00,VIBRATION001,0.0759,g
2025-06-01 22:30:00,VIBRATION001,-0.0155,g
2025-06-01 22:40:00,VIBRATION001,0.0125,g
2025-06-01 22:50:00,VIBRATION001,0.0249,g
2025-06-01 23:00:00,VIBRATION001,0.1166,g
2025-06-01 23:10:00,VIBRATION001,-0.0573,g
2025-06-01 23:20:00,VIBRATION001,-0.0221,g
2025-06-01 23:30:00,VIBRATION001,0.0022,g
2025-06-01 23:40:00,VIBRATION001,0.0956,g
2025-06-01 23:50:00,VIBRATION001,-0.1483,g
