timestamp,sensor_id,value,unit
2025-06-01 08:20:00,TEMPERATURE001,40.0822,°C
2025-06-01 08:30:00,TEMPERATURE001,40.0994,°C
2025-06-01 08:40:00,TEMPERATURE001,40.107,°C
2025-06-01 08:50:00,TEMPERATURE001,39.9423,°C
2025-06-01 09:00:00,TEMPERATURE001,39.8866,°C
2025-06-01 09:10:00,TEMPERATURE001,39.941,°C
2025-06-01 09:20:00,TEMPERATURE001,39.8808,°C
2025-06-01 09:30:00,TEMPERATURE001,40.06,°C
2025-06-01 09:40:00,TEMPERATURE001,39.9556,°C
2025-06-01 09:50:00,TEMPERATURE001,40.1454,°C
2025-06-01 10:00:00,TEMPERATURE001,40.0123,°C
2025-06-01 10:10:00,TEMPERATURE001,39.8494,°C
2025-06-01 10:20:00,TEMPERATURE001,39.9525,°C
2025-06-01 10:30:00,TEMPERATURE001,40.129,°C
2025-06-01 10:40:00,TEMPERATURE001,40.1066,°C
2025-06-01 10:50:00,TEMPERATURE001,40.0013,°C
2025-06-01 11:00:00,TEMPERATURE001,39.9998,°C
2025-06-01 11:10:00,TEMPERATURE001,40.0384,°C
2025-06-01 11:20:00,TEMPERATURE001,40.1768,°C
2025-06-01 11:30:00,TEMPERATURE001,39.8628,°C
2025-06-01 11:40:00,TEMPERATURE001,39.8711,°C
2025-06-01 11:50:00,TEMPERATURE001,39.9864,°C
2025-06-01 12:00:00,TEMPERATURE001,40.0039,°C
2025-06-01 12:10:00,TEMPERATURE001,39.971,°C
2025-06-01 12:20:00,TEMPERATURE001,39.9179,°C
2025-06-01 12:30:00,TEMPERATURE001,39.9427,°C
2025-06-01 12:40:00,TEMPERATURE001,40.0599,°C
2025-06-01 12:50:00,TEMPERATURE001,40.2103,°C
2025-06-01 13:00:00,TEMPERATURE001,39.932,°C
2025-06-01 13:10:00,TEMPERATURE001,40.1006,°C
2025-06-01 13:20:00,TEMPERATURE001,39.9762,°C
2025-06-01 13:30:00,TEMPERATURE001,39.9401,°C
2025-06-01 13:40:00,TEMPERATURE001,39.9119,°C
2025-06-01 13:50:00,TEMPERATURE001,40.0036,°C
2025-06-01 14:00:00,TEMPERATURE001,40.0529,°C
2025-06-01 14:10:00,TEMPERATURE001,40.1153,°C
2025-06-01 14:20:00,TEMPERATURE001,40.1469,°C
2025-06-01 14:30:00,TEMPERATURE001,40.0335,°C
2025-06-01 14:40:00,TEMPERATURE001,40.0964,°C
2025-06-01 14:50:00,TEMPERATURE001,40.2192,°C
2025-06-01 15:00:00,TEMPERATURE001,40.0153,°C
2025-06-01 15:10:00,TEMPERATURE001,39.9949,°C
2025-06-01 15:20:00,TEMPERATURE001,40.0349,°C
2025-06-01 15:30:00,TEMPERATURE001,40.1315,°C
2025-06-01 15:40:00,TEMPERATURE001,40.1079,°C
2025-06-01 15:50:00,TEMPERATURE001,40.0106,°C
2025-06-01 16:00:00,TEMPERATURE001,39.9313,°C
2025-06-01 16:10:00,TEMPERATURE001,40.0501,°C
2025-06-01 16:20:00,TEMPERATURE001,39.9075,°C
2025-06-01 16:30:00,TEMPERATURE001,39.9008,°C
2025-06-01 16:40:00,TEMPERATURE001,39.9723,°C
2025-06-01 16:50:00,TEMPERATURE001,40.0919,°C
2025-06-01 17:00:00,TEMPERATURE001,39.9142,°C
2025-06-01 17:10:00,TEMPERATURE001,40.0968,°C
2025-06-01 17:20:00,TEMPERATURE001,39.9348,°C
2025-06-01 17:30:00,TEMPERATURE001,40.1664,°C
2025-06-01 17:40:00,TEMPERATURE001,40.0327,°C
2025-06-01 17:50:00,TEMPERATURE001,39.9956,°C
2025-06-01 18:00:00,TEMPERATURE001,39.9875,°C
2025-06-01 18:10:00,TEMPERATURE001,39.9169,°C
2025-06-01 18:20:00,TEMPERATURE001,40.0503,°C
2025-06-01 18:30:00,TEMPERATURE001,39.9553,°C
2025-06-01 18:40:00,TEMPERATURE001,40.0208,°C
2025-06-01 18:50:00,TEMPERATURE001,39.8295,°C
2025-06-01 19:00:00,TEMPERATURE001,39.9424,°C
2025-06-01 19:10:00,TEMPERATURE001,39.9118,°C
2025-06-01 19:20:00,TEMPERATURE001,40.0635,°C
2025-06-01 19:30:00,TEMPERATURE001,39.9435,°C
2025-06-01 19:40:00,TEMPERATURE001,40.0964,°C
2025-06-01 19:50:00,TEMPERATURE001,40.1882,°C
2025-06-01 20:00:00,TEMPERATURE001,40.1222,°C
2025-06-01 20:10:00,TEMPERATURE001,39.8873,°C
2025-06-01 20:20:00,TEMPERATURE001,40.1761,°C
2025-06-01 20:30:00,TEMPERATURE001,40.1282,°C
2025-06-01 20:40:00,TEMPERATURE001,40.1439,°C
2025-06-01 20:50:00,TEMPERATURE001,39.8569,°C
2025-06-01 21:00:00,TEMPERATURE001,40.0189,°C
2025-06-01 21:10:00,TEMPERATURE001,39.9905,°C
2025-06-01 21:20:00,TEMPERATURE001,39.9974,°C
2025-06-01 21:30:00,TEMPERATURE001,39.9582,°C
2025-06-01 21:40:00,TEMPERATURE001,40.051,°C
2025-06-01 21:50:00,TEMPERATURE001,40.1068,°C
2025-06-01 22:00:00,TEMPERATURE001,40.1285,°C
2025-06-01 22:10:00,TEMPERATURE001,40.0067,°C
2025-06-01 22:20:00,TEMPERATURE001,39.8325,°C
2025-06-01 22:30:00,TEMPERATURE001,40.1702,°C
2025-06-01 22:40:00,TEMPERATURE001,39.8273,°C
2025-06-01 22:50:00,TEMPERATURE001,39.8547,°C
2025-06-01 23:00:00,TEMPERATURE001,40.0461,°C
2025-06-01 23:10:00,TEMPERATURE001,39.9799,°C
2025-06-01 23:20:00,TEMPERATURE001,40.1431,°C
2025-06-01 23:30:00,TEMPERATURE001,39.9449,°C
2025-06-01 23:40:00,TEMPERATURE001,40.0021,°C
2025-06-01 23:50:00,TEMPERATURE001,40.034,°C
